instance,outcome,possessing team
30962,success,home team
30968,success,home team
30969,success,home team
30970,success,home team
30971,success,home team
30972,success,home team
30973,success,home team
30974,success,home team
30975,success,home team
30976,success,home team
30977,success,home team
30978,success,home team
30979,success,home team
30980,success,home team
30981,success,home team
30982,success,home team
30983,success,home team
30984,success,home team
30985,success,home team
30986,success,home team
30987,success,home team
30988,success,home team
30989,success,home team
30990,success,home team
30991,success,home team
30992,success,home team
30993,success,home team
30994,success,home team
30995,success,home team
30996,success,home team
30997,success,home team
30998,success,home team
30999,success,home team
31000,success,home team
31001,success,home team
31002,success,home team
31003,success,home team
31004,success,home team
31005,success,home team
31006,success,home team
31007,success,home team
31008,success,home team
31009,success,home team
31010,success,home team
31011,success,home team
31012,success,home team
31013,success,home team
31014,success,home team
31015,success,home team
31016,success,home team
31017,success,home team
31018,success,home team
31019,success,home team
31020,success,home team
31021,success,home team
31022,success,home team
31023,success,home team
31024,success,home team
31025,success,home team
31026,success,home team
31027,success,home team
31028,success,home team
31029,success,home team
31030,success,home team
31031,success,home team
31032,success,home team
31033,success,home team
31034,success,home team
31035,success,home team
31036,success,home team
31037,success,home team
31038,success,home team
31039,success,home team
31040,success,home team
31041,success,home team
31042,success,home team
31043,success,home team
31044,success,home team
31045,success,home team
31046,success,home team
31047,success,home team
31048,success,home team
31049,success,home team
31050,success,home team
31051,success,home team
31052,success,home team
31053,success,home team
31054,success,home team
31055,success,home team
31056,success,home team
31057,success,home team
31058,success,home team
31059,success,home team
31060,success,home team
31061,success,home team
31062,success,home team
31063,success,home team
31064,success,home team
31065,success,home team
31066,success,home team
31067,success,home team
31076,success,home team
31077,success,home team
31078,success,home team
31079,success,home team
31080,success,home team
31081,success,home team
31082,success,home team
31083,success,home team
31117,success,home team
31118,success,home team
31119,success,home team
31120,success,home team
31121,success,home team
31122,success,home team
31123,success,home team
31124,success,home team
31125,success,home team
31126,success,home team
31127,success,home team
31128,success,home team
31129,success,home team
31130,success,home team
31131,success,home team
31136,success,home team
31137,success,home team
31138,success,home team
31139,success,home team
31140,success,home team
31141,success,home team
31142,success,home team
31143,success,home team
31144,success,home team
31145,success,home team
31146,success,home team
31165,success,home team
31166,success,home team
31167,success,home team
31168,success,home team
31169,success,home team
31170,success,home team
31171,success,home team
31172,success,home team
31173,success,home team
31174,success,home team
31178,success,away team
31179,success,away team
31180,success,away team
31181,success,away team
31182,success,away team
31183,success,away team
31184,success,away team
31207,success,home team
31208,success,home team
31209,success,home team
31210,success,home team
31211,success,home team
31212,success,home team
31222,success,home team
31223,success,home team
31224,success,home team
31225,success,home team
31226,success,home team
31227,success,home team
31228,success,home team
31229,success,home team
31230,success,home team
31231,success,home team
31232,success,home team
31233,success,home team
31234,success,home team
31235,success,home team
31236,success,home team
31237,success,home team
31238,success,home team
31239,success,home team
31240,success,home team
31241,success,home team
31242,success,home team
31243,success,home team
31244,success,home team
31245,success,home team
31246,success,home team
31247,success,home team
31248,success,home team
31249,success,home team
31250,success,home team
31251,success,home team
31252,success,home team
31253,success,home team
31254,success,home team
31255,success,home team
31256,success,home team
31257,success,home team
31258,success,home team
31259,success,home team
31260,success,home team
31261,success,home team
31262,success,home team
31263,success,home team
31264,success,home team
31265,success,home team
31266,success,home team
31267,success,away team
31268,success,away team
31269,success,away team
31270,success,away team
31271,success,away team
31272,success,away team
31273,success,away team
31274,success,away team
31275,success,away team
31276,success,away team
31277,success,away team
31278,success,away team
31279,success,away team
31280,success,away team
31281,success,away team
31282,success,away team
31283,success,away team
31284,success,away team
31285,success,away team
31286,success,away team
31287,success,away team
31288,success,away team
31289,success,away team
31290,success,away team
31291,success,away team
31292,success,away team
31297,success,home team
31298,success,home team
31299,success,home team
31300,success,home team
31301,success,home team
31302,success,home team
31303,success,home team
31304,success,home team
31367,success,home team
31368,success,home team
31369,success,home team
31370,success,home team
31371,success,home team
31372,success,home team
31373,success,home team
31374,success,home team
31375,success,home team
31376,success,home team
31377,success,home team
31378,success,home team
31379,success,home team
31380,success,home team
31381,success,home team
31382,success,home team
31383,success,home team
31384,success,home team
31385,success,home team
31386,success,home team
31387,success,home team
31388,success,home team
31389,success,home team
31390,success,home team
31391,success,home team
31392,success,home team
31393,success,home team
31394,success,home team
31395,success,home team
31396,success,home team
31397,success,home team
31398,success,home team
31399,success,home team
31400,success,home team
31401,success,home team
31402,success,home team
31403,success,home team
31404,success,home team
31405,success,home team
31406,success,home team
31407,success,home team
31408,success,home team
31409,success,home team
31410,success,home team
31411,success,home team
31412,success,home team
31413,success,home team
31414,success,home team
31415,success,home team
31416,success,home team
31417,success,home team
31418,success,home team
31419,success,home team
31420,success,home team
31421,success,home team
31422,success,home team
31423,success,home team
31424,success,home team
31425,success,home team
31426,success,home team
31427,success,home team
31428,success,home team
31429,success,home team
31430,success,home team
31443,success,home team
31444,success,home team
31445,success,home team
31446,success,home team
31447,success,home team
31448,success,home team
31450,success,home team
31451,success,home team
31452,success,home team
31453,success,home team
31454,success,home team
31455,success,home team
31456,success,home team
31457,success,home team
31458,success,home team
31459,success,home team
31460,success,home team
31461,success,home team
31462,success,home team
31463,success,home team
31464,success,home team
31465,success,home team
31466,success,home team
31467,success,home team
31468,success,home team
31469,success,home team
31470,success,home team
31471,success,home team
31472,success,home team
31473,success,home team
31474,success,home team
31475,success,home team
31476,success,home team
31477,success,home team
31478,success,home team
31479,success,home team
31480,success,home team
31481,success,home team
31482,success,home team
31483,success,home team
31484,success,home team
31485,success,home team
31486,success,home team
31487,success,home team
31488,success,home team
31489,success,home team
31490,success,home team
31491,success,home team
31492,success,home team
31493,success,home team
31494,success,home team
31495,success,home team
31496,success,home team
31497,success,home team
31498,success,home team
31499,success,home team
31500,success,home team
31501,success,home team
31502,success,home team
31503,success,home team
31506,success,home team
31507,success,home team
31508,success,home team
31509,success,home team
31510,success,home team
31511,success,home team
31512,success,home team
31513,success,home team
31514,success,home team
31515,success,home team
31516,success,home team
31517,success,home team
31518,success,home team
31519,success,home team
31520,success,home team
31521,success,home team
31522,success,home team
31589,success,away team
31590,success,away team
31591,success,away team
31592,success,away team
31593,success,away team
31594,success,away team
31595,success,away team
31596,success,away team
31603,success,home team
31604,success,home team
31605,success,home team
31606,success,home team
31607,success,home team
31608,success,home team
31609,success,home team
31610,success,home team
31611,success,home team
31612,success,home team
31613,success,home team
31614,success,home team
31615,success,home team
31616,success,home team
31617,success,home team
31618,success,home team
31619,success,home team
31620,success,home team
31621,success,home team
31622,success,home team
31623,failed,
31624,failed,
31625,failed,
31626,failed,
31627,failed,
31628,failed,
31629,failed,
31630,failed,
31631,failed,
31632,failed,
31633,failed,
31634,failed,
31635,failed,
31636,failed,
31637,failed,
31638,failed,
31639,failed,
31640,failed,
31641,failed,
31642,failed,
31643,failed,
31644,failed,
31645,failed,
31646,failed,
31647,failed,
31648,failed,
31649,failed,
31650,failed,
31651,failed,
31652,failed,
31653,failed,
31654,failed,
31655,failed,
31656,failed,
31657,failed,
31658,failed,
31659,failed,
31660,failed,
31661,failed,
31662,failed,
31663,failed,
31664,failed,
31665,failed,
31666,failed,
31667,failed,
31668,failed,
31669,failed,
31670,failed,
31671,failed,
31672,failed,
31771,failed,
31772,failed,
31773,failed,
31774,failed,
31775,failed,
31776,failed,
31777,failed,
31778,failed,
31779,failed,
31780,failed,
31805,failed,
31806,failed,
31807,failed,
31808,failed,
31809,failed,
31810,failed,
31811,failed,
31812,success,home team
31813,success,home team
31814,success,home team
31815,success,home team
31816,success,home team
31817,success,home team
31818,success,home team
31819,success,home team
31820,success,home team
31821,success,home team
31822,success,home team
31823,success,home team
31879,success,home team
31880,success,home team
31881,success,home team
31888,success,home team
31889,success,home team
31890,success,home team
31891,success,home team
31892,success,home team
31893,success,home team
31894,success,home team
31895,success,home team
31896,success,home team
31897,success,home team
31898,success,home team
31899,success,home team
31900,success,home team
31901,success,home team
31902,success,home team
31903,success,home team
31904,success,home team
31905,success,home team
31906,success,home team
31907,success,home team
31908,success,home team
31909,success,home team
31910,success,home team
31911,success,home team
31912,success,home team
31913,success,home team
31914,success,home team
31935,success,home team
31936,success,home team
31937,success,home team
31938,success,home team
31939,success,home team
31940,success,home team
31941,success,home team
31942,success,home team
31943,success,home team
31944,success,home team
31945,success,home team
31956,success,home team
31957,success,home team
31958,success,home team
31960,success,away team
31961,success,away team
31962,success,away team
31981,success,home team
31982,success,home team
31983,success,home team
31984,success,home team
31985,success,home team
31986,success,home team
31987,success,home team
31988,success,home team
31989,success,home team
31990,success,home team
31991,success,home team
31992,success,home team
31993,success,home team
31994,success,home team
31995,success,home team
31996,success,home team
31997,success,home team
31998,success,home team
32035,success,home team
32037,success,away team
32038,success,away team
32039,success,away team
32040,success,away team
32041,success,away team
32042,success,away team
32043,success,away team
32044,success,away team
32045,success,away team
32046,success,away team
32047,success,away team
32048,success,away team
32049,success,away team
32050,success,away team
32051,success,away team
32052,success,away team
32053,success,away team
32054,success,away team
32055,success,away team
32056,success,away team
32057,success,away team
32058,success,away team
32059,success,away team
32060,success,away team
32061,success,away team
32062,success,away team
32063,success,away team
32064,success,away team
32065,success,away team
32066,success,away team
32067,success,away team
32068,success,away team
32069,success,away team
32070,success,away team
32071,success,away team
32072,success,away team
32073,success,away team
32074,success,away team
32075,success,away team
32076,success,away team
32077,success,away team
32078,success,away team
32079,success,away team
32080,success,away team
32081,success,away team
32082,success,away team
32083,success,away team
32084,success,away team
32085,success,away team
32086,success,away team
32087,success,away team
32088,success,away team
32089,success,away team
32090,success,away team
32094,success,away team
32095,success,away team
32096,success,away team
32097,success,away team
32098,success,away team
32099,success,away team
32100,success,away team
32101,success,away team
32102,success,away team
32103,success,away team
32104,success,away team
32105,success,away team
32106,success,away team
32107,success,away team
32108,success,away team
32109,success,away team
32110,success,away team
32111,success,away team
32112,success,away team
32113,success,away team
32114,success,away team
32115,success,away team
32116,success,away team
32117,success,away team
32118,success,away team
32125,success,away team
32126,success,away team
32127,success,away team
32128,success,away team
32133,success,away team
32134,success,away team
32135,success,away team
32136,success,away team
32137,success,away team
32138,success,away team
32141,success,away team
32142,success,away team
32143,success,away team
32144,success,away team
32145,success,away team
32146,success,away team
32147,success,away team
32148,success,away team
32149,success,away team
32150,success,away team
32151,success,away team
32152,success,away team
32153,success,away team
32154,success,away team
32155,success,away team
32156,success,away team
32157,success,away team
32158,success,away team
32159,success,away team
32160,success,away team
32161,success,away team
32162,success,away team
32163,success,away team
32164,success,away team
32165,success,away team
32166,success,away team
32167,success,away team
32168,success,away team
32169,success,away team
32170,success,away team
32171,success,away team
32172,success,away team
32173,success,away team
32174,success,away team
32175,success,away team
32176,success,away team
32177,success,away team
32178,success,away team
32179,success,home team
32180,success,home team
32181,success,home team
32182,success,home team
32183,success,home team
32184,success,home team
32185,success,home team
32186,failed,
32187,failed,
32188,failed,
32189,failed,
32190,failed,
32191,failed,
32192,failed,
32193,failed,
32194,failed,
32195,failed,
32196,failed,
32197,failed,
32198,failed,
32199,failed,
32200,failed,
32201,failed,
32202,failed,
32203,failed,
32204,failed,
32205,failed,
32206,failed,
32207,failed,
32208,failed,
32209,failed,
32210,failed,
32211,failed,
32212,failed,
32213,failed,
32214,failed,
32215,failed,
32216,failed,
32217,failed,
32218,failed,
32219,failed,
32220,failed,
32221,failed,
32222,failed,
32223,failed,
32224,failed,
32225,failed,
32226,failed,
32227,failed,
32228,failed,
32229,failed,
32230,failed,
32231,failed,
32232,failed,
32233,failed,
32234,failed,
32370,failed,
32371,failed,
32372,failed,
32373,failed,
32374,failed,
32375,failed,
32376,failed,
32377,failed,
32378,failed,
32379,failed,
32380,failed,
32381,failed,
32382,failed,
32383,failed,
32384,failed,
32385,failed,
32386,failed,
32387,failed,
32388,failed,
32389,failed,
32390,failed,
32391,failed,
32392,failed,
32393,failed,
32394,failed,
32395,failed,
32396,failed,
32397,failed,
32398,failed,
32399,failed,
32400,failed,
32401,failed,
32402,failed,
32403,failed,
32404,failed,
32405,failed,
32406,failed,
32407,failed,
32408,failed,
32409,failed,
32410,failed,
32411,failed,
32412,failed,
32413,failed,
32414,failed,
32415,failed,
32416,failed,
32417,failed,
32418,failed,
32419,failed,
32420,failed,
32421,failed,
32422,failed,
32423,failed,
32424,failed,
32425,failed,
32426,failed,
32427,failed,
32428,failed,
32429,failed,
32430,failed,
32431,failed,
32432,failed,
32433,failed,
32434,failed,
32435,failed,
32436,failed,
32437,failed,
32438,failed,
32439,failed,
32440,failed,
32441,failed,
32442,failed,
32443,failed,
32444,failed,
32445,failed,
32446,failed,
32447,failed,
32448,failed,
32449,failed,
32450,failed,
32492,failed,
32493,failed,
32494,failed,
32495,failed,
32496,failed,
32497,failed,
32498,failed,
32499,failed,
32500,failed,
32501,failed,
32502,failed,
32503,failed,
32504,failed,
32505,failed,
32506,failed,
32507,failed,
32508,failed,
32509,failed,
32510,failed,
32511,failed,
32512,failed,
32513,failed,
32514,failed,
32515,failed,
32516,failed,
32517,failed,
32518,failed,
32519,failed,
32520,failed,
32521,failed,
32522,failed,
32523,failed,
32524,failed,
32525,failed,
32526,failed,
32527,failed,
32528,failed,
32529,failed,
32530,failed,
32531,failed,
32532,failed,
32533,failed,
32534,failed,
32535,failed,
32536,failed,
32537,failed,
32538,failed,
32539,failed,
32540,failed,
32541,failed,
32542,failed,
32543,failed,
32544,failed,
32545,failed,
32546,failed,
32547,failed,
32548,failed,
32549,failed,
32550,failed,
32551,failed,
32552,failed,
32553,failed,
32554,failed,
32555,failed,
32556,failed,
32557,failed,
32558,failed,
32559,failed,
32560,failed,
32561,failed,
32562,failed,
32563,failed,
32564,failed,
32565,failed,
32566,failed,
32567,failed,
32568,failed,
32569,failed,
32570,failed,
32571,failed,
32572,failed,
32573,failed,
32574,failed,
32575,failed,
32576,failed,
32577,failed,
32578,failed,
32579,failed,
32580,failed,
32581,failed,
32582,failed,
32583,failed,
32584,failed,
32585,failed,
32586,failed,
32587,failed,
32588,failed,
32589,failed,
32590,failed,
32591,failed,
32592,failed,
32593,failed,
32594,failed,
32595,failed,
32596,failed,
32597,failed,
32598,failed,
32599,failed,
32600,failed,
32601,failed,
32602,failed,
32603,failed,
32604,failed,
32605,failed,
32606,failed,
32607,failed,
32608,failed,
32609,failed,
32610,failed,
32611,failed,
32612,failed,
32613,failed,
32614,failed,
32615,failed,
32616,failed,
32617,failed,
32618,failed,
32619,failed,
32620,failed,
32621,failed,
32622,failed,
32623,failed,
32624,failed,
32625,failed,
32626,failed,
32627,failed,
32628,failed,
32629,failed,
32630,failed,
32631,failed,
32632,failed,
32633,failed,
32634,failed,
32635,failed,
32636,failed,
32637,failed,
32638,failed,
32639,failed,
32640,failed,
32641,failed,
32642,success,away team
32643,success,away team
32644,success,away team
32645,success,away team
32646,success,away team
32647,success,away team
32648,success,away team
32649,success,away team
32650,success,away team
32651,success,away team
32652,success,away team
32653,success,away team
32654,success,away team
32655,success,away team
32656,success,away team
32657,success,away team
32658,success,away team
32659,success,away team
32660,success,away team
32661,success,away team
32662,success,away team
32663,success,away team
32664,success,away team
32665,success,away team
32666,success,away team
32667,success,away team
32668,success,away team
32669,success,away team
32670,success,away team
32671,success,away team
32672,success,away team
32673,success,away team
32674,success,away team
32675,success,away team
32676,success,away team
32677,success,away team
32678,success,away team
32679,success,away team
32680,success,away team
32681,success,away team
32682,success,away team
32683,success,away team
32684,success,away team
32685,success,away team
32686,success,away team
32687,success,away team
32688,success,away team
32689,success,away team
32690,success,away team
32691,success,away team
32692,success,away team
32693,success,away team
32694,success,away team
32695,success,away team
32696,success,away team
32697,success,away team
32698,success,away team
32699,success,away team
32700,success,away team
32701,success,away team
32702,success,away team
32703,success,away team
32704,success,away team
32705,success,away team
32706,success,away team
32707,success,away team
32708,success,away team
32709,success,away team
32710,success,away team
32711,success,away team
32712,success,away team
32713,success,away team
32714,success,away team
32715,success,away team
32716,success,away team
32717,success,away team
32718,success,away team
32719,success,away team
32720,success,away team
32721,success,away team
32722,success,away team
32723,success,away team
32724,success,away team
32725,success,away team
32726,success,away team
32727,success,away team
32728,success,away team
32729,success,away team
32730,success,away team
32731,success,away team
32732,success,away team
32733,success,away team
32734,success,away team
32735,success,away team
32736,success,away team
32737,success,away team
32738,success,away team
32739,success,away team
32740,success,away team
32741,success,away team
32742,success,away team
32743,success,away team
32744,success,away team
32745,success,away team
32746,success,away team
32747,success,away team
32748,success,away team
32749,success,away team
32750,success,away team
32751,success,away team
32752,success,away team
32753,success,away team
32754,success,away team
32755,success,away team
32756,success,away team
32757,success,away team
32758,success,away team
32759,success,away team
32760,success,away team
32761,success,away team
32762,success,away team
32763,success,away team
32764,success,away team
32765,success,away team
32766,success,away team
32848,success,home team
32849,success,home team
32850,success,home team
32851,success,home team
32852,success,home team
32853,success,home team
32854,success,home team
32855,success,home team
32856,success,home team
32857,success,home team
32858,success,home team
32859,success,home team
32860,success,home team
32861,success,home team
32862,success,home team
32863,success,home team
32864,success,home team
32865,success,home team
32866,success,home team
32867,success,home team
32868,success,home team
32869,success,home team
32870,success,home team
32871,success,home team
32872,success,home team
32873,success,home team
32874,success,home team
32875,success,home team
32876,success,home team
32877,success,home team
32878,success,home team
32879,success,home team
32880,success,home team
32881,success,home team
32882,success,home team
32887,success,home team
32888,success,home team
32889,success,home team
32890,success,home team
32891,success,home team
32892,success,home team
32893,success,home team
32894,success,home team
32895,success,home team
32896,success,home team
32897,success,home team
32898,success,home team
32899,success,home team
32901,success,home team
32902,success,home team
32903,success,home team
32904,success,home team
32905,success,home team
32906,success,home team
32907,success,home team
32908,success,home team
32909,success,home team
32910,success,home team
32936,success,home team
32937,success,home team
32938,success,home team
32939,success,home team
32940,success,home team
32961,success,home team
32962,success,home team
32963,success,home team
32964,success,home team
32965,success,home team
32966,success,home team
32967,success,home team
32968,success,home team
32969,success,home team
32970,success,home team
32971,success,home team
32976,success,home team
32977,success,home team
32978,success,home team
32979,success,home team
32980,success,home team
32981,success,home team
32982,success,home team
32983,success,home team
32984,success,home team
32985,success,home team
32986,success,home team
32987,success,home team
32988,success,home team
32989,success,home team
32990,success,home team
32991,success,home team
32992,success,home team
32993,success,home team
32994,success,home team
32995,success,home team
32996,success,home team
32997,success,home team
32998,success,home team
32999,success,home team
33000,success,home team
33001,success,home team
33006,success,home team
33007,success,home team
33008,success,home team
33009,success,home team
33010,success,home team
33011,success,home team
33012,success,home team
33013,success,home team
33014,success,home team
33015,success,home team
33016,success,home team
33017,success,home team
33018,success,home team
33019,success,home team
33020,success,home team
33021,success,home team
33022,success,home team
33023,success,home team
33024,success,home team
33025,success,home team
33026,success,home team
33027,success,home team
33028,success,home team
33029,success,home team
33030,success,home team
33031,success,home team
33032,success,home team
33033,success,home team
33034,success,home team
33035,success,home team
33036,success,home team
33037,success,home team
33038,success,home team
33039,success,home team
33040,success,home team
33041,success,home team
33042,success,home team
33043,success,home team
33044,success,home team
33045,success,home team
33046,success,home team
33047,success,home team
33048,success,home team
33049,success,home team
33050,success,home team
33051,success,home team
33052,success,home team
33053,success,home team
33054,success,home team
33055,success,home team
33056,success,home team
33057,success,home team
33058,success,home team
33104,success,home team
33105,success,home team
33106,success,home team
33107,success,home team
33108,success,home team
33109,success,home team
33110,success,home team
33111,success,home team
33112,success,home team
33113,success,home team
33114,success,home team
33115,success,home team
33116,success,home team
33117,success,home team
33118,success,home team
33119,success,home team
33120,success,home team
33121,success,home team
33122,success,home team
33123,success,home team
33124,success,home team
33125,success,home team
33126,success,home team
33127,success,home team
33128,success,home team
33129,success,home team
33130,success,home team
33131,success,home team
33132,success,home team
33133,success,home team
33134,success,home team
33135,success,home team
33136,success,home team
33137,success,home team
33138,success,home team
33139,success,home team
33140,success,home team
33141,success,home team
33142,success,home team
33143,success,home team
33144,success,home team
33145,success,home team
33146,success,home team
33149,success,home team
33150,success,home team
33151,success,home team
33152,success,home team
33153,success,home team
33154,success,home team
33155,success,home team
33156,success,home team
33157,success,home team
33158,success,home team
33159,success,home team
33160,success,home team
33161,success,home team
33162,success,home team
33163,success,home team
33164,success,home team
33165,success,home team
33166,success,home team
33167,success,home team
33168,success,home team
33169,success,home team
33170,success,home team
33171,success,home team
33172,success,home team
33173,success,home team
33174,success,home team
33175,success,home team
33176,success,home team
33177,success,home team
33178,success,home team
33179,success,home team
33180,success,home team
33181,success,home team
33182,success,home team
33183,success,home team
33184,success,home team
33185,success,home team
33186,success,home team
33187,success,home team
33237,success,home team
33238,success,home team
33239,success,home team
33240,success,home team
33243,success,home team
33244,success,home team
33245,success,home team
33256,success,away team
33257,success,away team
33258,success,away team
33259,success,away team
33260,success,away team
33261,success,away team
33262,success,away team
33263,success,away team
33264,success,away team
33265,success,away team
33266,success,away team
33267,success,away team
33268,success,away team
33269,success,away team
33270,success,away team
33271,success,away team
33272,success,away team
33273,success,away team
33274,success,away team
33275,success,away team
33276,success,away team
33277,success,away team
33278,success,away team
33279,success,away team
33280,success,away team
33281,success,away team
33282,success,away team
33283,success,away team
33291,success,away team
33292,success,away team
33293,success,away team
33294,success,away team
33295,success,away team
33296,success,away team
33297,success,away team
33298,success,away team
33299,success,away team
33300,success,away team
33301,success,away team
33302,success,away team
33303,success,away team
33304,success,away team
33305,success,away team
33306,success,away team
33312,success,away team
33313,success,away team
33315,success,home team
33316,success,home team
33317,success,home team
33318,success,home team
33319,success,home team
33320,success,home team
33321,success,home team
33322,success,home team
33323,success,home team
33324,success,home team
33325,success,home team
33326,success,home team
33327,success,home team
33328,success,home team
33329,success,home team
33330,success,home team
33331,success,home team
33332,success,home team
33333,success,home team
33334,success,home team
33335,success,home team
33336,success,home team
33337,success,home team
33338,success,home team
33339,success,home team
33340,success,home team
33341,success,home team
33342,success,home team
33343,success,home team
33344,success,home team
33345,success,home team
33346,success,home team
33347,success,home team
33348,success,home team
33349,success,home team
33350,success,home team
33351,success,home team
33352,success,home team
33353,success,home team
33354,success,home team
33355,success,home team
33356,success,home team
33357,success,home team
33358,success,home team
33359,success,home team
33360,success,home team
33361,success,home team
33362,success,home team
33363,success,home team
33364,success,home team
33365,success,home team
33366,success,home team
33367,success,home team
33368,success,home team
33369,success,home team
33370,success,home team
33371,success,home team
33372,success,home team
33373,success,home team
33374,success,home team
33375,success,home team
33376,success,home team
33377,success,home team
33378,success,home team
33379,success,home team
33380,success,home team
33381,success,home team
33382,success,home team
33383,success,home team
33384,success,home team
33385,success,home team
33386,success,home team
33387,success,home team
33388,success,home team
33389,success,home team
33390,success,home team
33391,success,home team
33392,success,home team
33393,success,home team
33394,success,home team
33395,success,home team
33396,success,home team
33397,success,home team
33398,success,home team
33399,success,home team
33400,success,home team
33401,success,home team
33402,success,home team
33403,success,home team
33405,success,away team
33406,success,away team
33428,success,away team
33429,success,away team
33430,success,away team
33431,success,away team
33432,success,away team
33433,success,away team
33434,success,away team
33435,success,away team
33438,success,away team
33439,success,away team
33440,success,away team
33459,success,away team
33460,success,away team
33461,success,away team
33462,success,away team
33463,success,away team
33464,success,away team
33465,success,away team
33466,success,away team
33467,success,away team
33468,success,away team
33485,success,away team
33486,success,away team
33487,success,away team
33488,success,away team
33489,success,away team
33490,success,away team
33491,success,away team
33492,success,away team
33493,success,away team
33494,success,away team
33495,success,away team
33496,success,away team
33497,success,away team
33498,success,away team
33499,success,away team
33500,success,away team
33501,success,away team
33502,success,away team
33503,success,away team
33504,success,away team
33505,success,away team
33506,success,away team
33507,success,away team
33508,success,away team
33509,success,away team
33510,success,away team
33542,success,away team
33543,success,away team
33544,success,away team
33545,success,away team
33546,success,away team
33547,success,away team
33548,success,away team
33549,success,away team
33557,success,away team
33558,success,away team
33559,success,away team
33560,success,away team
33567,success,home team
33568,success,home team
33569,success,home team
33570,success,home team
33571,success,home team
33572,success,home team
33573,success,home team
33574,success,home team
33575,success,home team
33576,success,home team
33577,success,home team
33578,success,home team
33579,success,home team
33580,success,home team
33581,success,home team
33582,success,home team
33583,success,home team
33584,success,home team
33585,success,home team
33586,success,home team
33587,success,home team
33588,success,home team
33589,success,home team
33590,success,home team
33591,success,home team
33592,success,home team
33593,success,home team
33594,success,home team
33595,success,home team
33596,success,home team
33597,success,home team
33598,success,home team
33599,success,home team
33615,success,away team
33616,success,away team
33617,success,away team
33618,success,away team
33619,success,away team
33630,success,away team
33631,success,away team
33632,success,away team
33633,success,away team
33634,success,away team
33635,success,away team
33636,success,away team
33637,success,away team
33638,success,away team
33639,success,away team
33640,success,away team
33641,success,away team
33642,success,away team
33643,success,away team
33653,success,away team
33654,success,away team
33655,success,away team
33656,success,away team
33657,success,away team
33658,success,away team
33659,success,away team
33660,success,away team
33661,success,away team
33662,success,away team
33663,success,away team
33664,success,away team
33665,success,away team
33666,success,away team
33667,success,away team
33668,success,away team
33669,success,away team
33670,success,away team
33671,success,away team
33672,success,away team
33673,success,away team
33674,success,away team
33675,success,away team
33676,success,away team
33677,success,away team
33678,success,away team
33679,success,away team
33680,success,away team
33681,success,away team
33694,success,away team
33695,success,away team
33696,success,away team
33697,success,away team
33698,success,away team
33699,success,away team
33700,success,away team
33701,success,away team
33702,success,away team
33716,success,away team
33717,success,away team
33718,success,away team
33719,success,away team
33720,success,away team
33738,success,away team
33739,success,away team
33740,success,away team
33741,success,away team
33742,success,away team
33743,success,away team
33744,success,away team
33745,success,away team
33746,success,away team
33747,success,away team
33748,success,away team
33749,success,away team
33750,success,away team
33751,success,away team
33752,success,away team
33753,success,away team
33754,success,away team
33755,success,away team
33756,success,away team
33757,success,away team
33770,success,away team
33771,success,away team
33772,success,away team
33773,success,away team
33774,success,away team
33776,success,away team
33777,success,away team
33778,success,away team
33779,success,away team
33780,success,away team
33781,success,away team
33782,success,away team
33783,success,away team
33784,success,away team
33810,success,away team
33811,success,away team
33812,success,away team
33813,success,away team
33814,success,away team
33815,success,away team
33816,success,away team
33817,success,away team
33818,success,away team
33819,success,away team
33820,success,away team
33821,success,away team
33822,success,away team
33823,success,away team
33824,success,away team
33825,success,away team
33826,success,away team
33834,success,away team
33835,success,away team
33836,success,away team
33837,success,away team
33838,success,away team
33839,success,away team
33840,success,away team
33841,success,away team
33842,success,away team
33843,success,away team
33844,success,away team
33845,success,away team
33853,success,away team
33854,success,away team
33855,success,away team
33856,success,away team
33857,success,away team
33858,success,away team
33859,success,away team
33860,success,away team
33861,success,away team
33881,success,away team
33882,success,away team
33883,success,away team
33884,success,away team
33885,success,away team
33886,success,away team
33887,success,away team
33888,success,away team
33889,success,away team
33890,success,away team
33891,success,away team
33892,success,away team
33893,success,away team
33894,success,away team
33895,success,away team
33896,success,away team
33897,success,away team
33898,success,away team
33899,success,away team
33900,success,away team
33901,success,away team
33907,success,away team
33908,success,away team
33909,success,away team
33910,success,away team
33911,success,away team
33912,success,away team
33913,success,away team
33914,success,away team
33915,success,away team
33916,success,away team
33917,success,away team
33918,success,away team
33919,success,away team
33920,success,away team
33921,success,away team
33922,success,away team
33923,success,away team
33924,success,away team
33925,success,away team
33926,success,away team
33927,success,away team
33928,success,away team
33929,success,away team
33930,success,away team
33931,success,away team
33932,success,away team
33933,success,away team
33934,success,away team
33935,success,away team
33936,success,away team
33937,success,away team
33938,success,away team
33939,success,away team
33940,success,away team
33941,success,away team
33942,success,away team
33954,success,away team
33955,success,away team
33956,success,away team
33957,success,away team
33958,success,away team
33959,success,away team
33960,success,away team
33961,success,away team
33962,success,away team
33963,success,away team
33982,success,away team
33983,success,away team
33984,success,away team
33985,success,away team
33986,success,away team
33987,success,away team
33988,success,away team
33989,success,away team
33990,success,away team
33991,success,away team
33992,success,away team
33993,success,away team
33994,success,away team
33995,success,away team
33996,success,away team
33997,success,away team
33998,success,away team
33999,success,away team
34000,success,away team
34001,success,away team
34002,success,away team
34003,success,away team
34004,success,away team
34068,success,away team
34069,success,away team
34070,success,away team
34071,success,away team
34072,success,away team
34073,success,away team
